Kitap ID;Yazar ID;Kitap ID;Dil ID;Sayfa Sayisi;Yayin Tarihi; Satis Adedi ;Satis Tutari
1301;50;25;11;377;28.11.2011; 10.395 ; 566.423,55 
1302;115;7;4;285;9.05.2015; 3.554 ; 117.957,26 
1303;199;23;6;539;28.01.2004; 6.785 ; 222.548,00 
1304;42;18;4;240;13.06.2006; 2.182 ; 63.081,62 
1305;101;21;4;228;26.08.2004; 9.456 ; 348.359,04 
1306;67;6;1;143;8.06.2018; 717 ; 20.613,75 
1307;119;11;6;148;19.09.2011; 5.391 ; 176.070,06 
1308;43;7;4;494;14.04.2014; 8.459 ; 437.161,12 
1309;40;12;3;120;25.11.2019; 11.667 ; 197.288,97 
1310;141;3;10;221;23.08.2003; 3.498 ; 61.564,80 
1311;190;22;4;438;28.10.2012; 1.150 ; 14.329,00 
1312;54;12;1;272;9.07.2005; 7.505 ; 143.045,30 
1313;161;24;6;135;4.09.2011; 9.315 ; 83.835,00 
1314;175;30;1;541;30.10.2016; 10.162 ; 76.519,86 
1315;111;21;4;386;25.08.2018; 3.303 ; 43.830,81 
1316;56;24;6;175;29.06.2012; 5.576 ; 81.521,12 
1317;64;1;9;369;25.09.2002; 10.631 ; 367.619,98 
1318;80;14;4;617;7.10.2006; 4.224 ; 169.466,88 
1319;96;1;4;435;18.02.2003; 7.091 ; 367.597,44 
1320;72;3;6;590;6.12.2003; 10.514 ; 77.803,60 
1321;118;10;4;329;8.10.2016; 1.443 ; 27.402,57 
1322;47;28;1;619;21.06.2011; 4.833 ; 47.411,73 
1323;153;29;4;608;14.04.2011; 9.560 ; 262.422,00 
1324;155;10;4;372;3.03.2010; 9.012 ; 186.728,64 
1325;180;21;6;287;29.08.2010; 4.067 ; 62.631,80 
1326;132;5;10;269;28.12.2003; 6.410 ; 301.526,40 
1327;171;27;3;171;28.11.2016; 11.184 ; 364.262,88 
1328;145;16;4;461;9.10.2015; 11.177 ; 197.944,67 
1329;225;22;6;502;26.09.2008; 2.927 ; 145.910,95 
1330;106;21;8;138;26.05.2017; 2.095 ; 18.855,00 
1331;7;10;4;274;11.07.2007; 5.002 ; 255.902,32 
1332;166;22;5;624;17.02.2011; 9.352 ; 387.172,80 
1333;143;15;4;279;19.11.2006; 2.909 ; 101.524,10 
1334;110;5;3;602;3.12.2015; 6.455 ; 61.064,30 
1335;164;11;3;468;30.01.2009; 4.460 ; 48.837,00 
1336;163;20;8;398;15.05.2002; 11.124 ; 316.032,84 
1337;77;5;4;568;12.04.2009; 2.661 ; 130.681,71 
1338;23;4;4;156;2.09.2010; 9.472 ; 209.615,36 
1339;233;12;4;491;15.03.2018; 6.251 ; 326.614,75 
1340;157;21;4;434;10.10.2007; 7.978 ; 408.952,28 
1341;56;22;11;118;10.08.2013; 9.335 ; 476.458,40 
1342;220;22;4;438;24.07.2008; 10.095 ; 162.024,75 
1343;107;22;6;588;13.11.2002; 677 ; 17.473,37 
1344;141;29;11;531;31.05.2008; 3.519 ; 83.365,11 
1345;63;1;8;557;30.09.2003; 6.350 ; 253.746,00 
1346;137;30;4;307;6.04.2017; 10.098 ; 561.145,86 
1347;4;20;4;612;27.11.2007; 2.387 ; 99.895,95 
1348;64;27;7;631;25.11.2018; 6.900 ; 272.481,00 
1349;46;28;4;208;5.06.2018; 10.348 ; 218.135,84 
1350;78;29;4;170;12.09.2006; 9.773 ; 194.580,43 
1351;207;5;4;528;29.03.2003; 6.841 ; 275.213,43 
1352;236;13;4;609;1.02.2017; 4.993 ; 137.007,92 
1353;226;13;6;480;17.06.2001; 11.114 ; 202.941,64 
1354;47;21;4;504;6.01.2000; 3.961 ; 199.357,13 
1355;27;12;4;650;8.01.2007; 3.002 ; 68.385,56 
1356;160;6;6;542;30.09.2019; 8.704 ; 270.259,20 
1357;83;7;7;284;20.09.2013; 3.601 ; 153.330,58 
1358;121;15;4;338;29.03.2017; 11.269 ; 203.968,90 
1359;235;3;4;465;20.10.2005; 5.007 ; 186.711,03 
1360;107;11;2;617;31.05.2011; 10.738 ; 177.606,52 
1361;223;30;4;586;6.08.2014; 10.477 ; 79.310,89 
1362;165;18;6;420;26.12.2006; 321 ; 16.679,16 
1363;101;23;4;479;20.01.2005; 5.075 ; 214.520,25 
1364;221;27;4;551;24.05.2013; 774 ; 39.040,56 
1365;90;13;4;350;10.01.2006; 8.212 ; 436.632,04 
1366;160;4;6;121;14.09.2011; 5.013 ; 197.211,42 
1367;72;24;2;503;15.07.2007; 11.219 ; 119.818,92 
1368;193;26;4;389;6.06.2002; 8.160 ; 339.129,60 
1369;86;9;4;616;2.02.2014; 2.654 ; 133.416,58 
1370;146;30;4;289;17.09.2009; 4.747 ; 234.501,80 
1371;166;20;5;162;7.10.2010; 5.189 ; 60.659,41 
1372;28;21;4;464;17.08.2013; 7.551 ; 183.715,83 
1373;64;29;4;425;25.07.2007; 292 ; 5.463,32 
1374;224;7;6;351;3.03.2002; 4.825 ; 185.859,00 
1375;84;5;4;554;30.12.2019; 9.728 ; 462.371,84 
1376;27;13;4;610;11.05.2004; 7.015 ; 361.272,50 
1377;223;28;6;131;21.08.2002; 6.514 ; 36.738,96 
1378;86;6;6;216;15.10.2016; 6.879 ; 286.579,14 
1379;40;22;6;294;30.04.2015; 10.649 ; 364.834,74 
1380;160;2;11;522;8.03.2008; 11.932 ; 638.958,60 
1381;60;13;4;158;26.10.2014; 1.774 ; 71.368,02 
1382;230;3;6;613;1.01.2000; 6.045 ; 80.156,70 
1383;15;3;3;636;10.11.2000; 8.242 ; 363.472,20 
1384;79;2;6;266;20.05.2015; 5.271 ; 155.020,11 
1385;135;16;6;257;6.01.2003; 10.485 ; 269.883,90 
1386;94;26;2;292;30.09.2013; 3.630 ; 158.812,50 
1387;25;25;10;147;13.10.2015; 5.518 ; 162.394,74 
1388;202;23;4;148;19.01.2015; 7.530 ; 50.300,40 
1389;184;17;4;430;1.11.2011; 9.245 ; 469.923,35 
1390;99;10;2;535;25.11.2010; 10.328 ; 325.125,44 
1391;217;16;10;105;8.01.2002; 5.046 ; 99.658,50 
1392;185;27;4;439;2.09.2002; 407 ; 10.472,11 
1393;234;22;3;327;12.07.2006; 2.786 ; 74.859,82 
1394;23;28;10;638;27.12.2016; 2.020 ; 85.587,40 
1395;94;14;4;530;8.07.2000; 11.299 ; 166.886,23 
1396;97;28;6;104;26.02.2003; 11.436 ; 498.838,32 
1397;150;13;4;372;20.02.2005; 8.236 ; 179.544,80 
1398;233;11;4;537;5.02.2018; 6.540 ; 157.156,20 
1399;29;11;6;300;22.07.2001; 4.243 ; 153.002,58 
1400;205;6;4;599;10.11.2003; 3.063 ; 90.848,58 
1401;29;8;4;611;23.03.2018; 5.016 ; 255.314,40 
1402;65;14;11;361;31.01.2007; 11.967 ; 642.627,90 
1403;229;24;3;240;9.07.2015; 5.111 ; 185.580,41 
1404;206;15;10;522;11.08.2007; 1.786 ; 35.112,76 
1405;202;17;4;200;6.11.2010; 8.452 ; 270.041,40 
1406;110;24;11;323;10.03.2008; 10.881 ; 273.439,53 
1407;32;7;5;363;21.10.2019; 6.106 ; 220.670,84 
1408;114;29;4;590;18.08.2009; 9.340 ; 500.530,60 
1409;29;8;10;497;20.01.2014; 8.864 ; 223.993,28 
1410;56;29;5;650;3.05.2005; 11.692 ; 104.994,16 
1411;43;14;4;598;8.07.2019; 8.217 ; 214.628,04 
1412;155;4;4;492;27.01.2000; 9.169 ; 440.753,83 
1413;40;26;11;559;15.04.2007; 8.099 ; 415.397,71 
1414;221;16;12;447;29.08.2010; 54 ; 470,88 
1415;169;26;6;405;18.01.2015; 5.121 ; 269.262,18 
1416;59;9;4;398;15.10.2015; 7.349 ; 153.226,65 
1417;22;21;4;602;13.04.2009; 10.635 ; 238.755,75 
1418;95;18;4;291;7.12.2001; 2.791 ; 19.481,18 
1419;20;26;4;260;3.02.2014; 2.233 ; 98.832,58 
1420;139;25;2;355;15.08.2007; 2.538 ; 90.479,70 
1421;189;18;3;206;22.06.2008; 7.653 ; 85.330,95 
1422;25;12;4;119;7.02.2009; 8.351 ; 161.424,83 
1423;32;26;6;173;27.06.2007; 4.556 ; 182.285,56 
1424;59;4;4;304;22.02.2002; 8.891 ; 331.989,94 
1425;143;9;5;360;7.03.2001; 2.734 ; 50.770,38 
1426;208;13;4;171;25.09.2004; 2.790 ; 83.393,10 
1427;67;9;4;497;11.06.2012; 1.733 ; 50.464,96 
1428;92;27;4;380;8.07.2007; 11.088 ; 198.364,32 
1429;32;2;4;459;8.11.2009; 6.225 ; 74.637,75 
1430;171;25;5;382;9.12.2012; 2.347 ; 108.032,41 
1431;65;12;6;504;1.10.2008; 4.098 ; 200.351,22 
1432;239;12;2;399;3.05.2016; 2.962 ; 118.065,32 
1433;113;17;6;305;14.03.2013; 2.781 ; 41.409,09 
1434;72;16;8;562;23.12.2009; 8.850 ; 58.321,50 
1435;61;18;4;238;29.06.2004; 52 ; 1.836,64 
1436;56;22;6;561;29.09.2009; 10.883 ; 461.112,71 
1437;92;9;4;258;23.01.2010; 1.263 ; 20.485,86 
1438;101;9;9;583;3.12.2013; 8.685 ; 451.446,30 
1439;14;9;12;283;14.05.2018; 7.635 ; 64.134,00 
1440;135;3;1;340;5.12.2000; 874 ; 13.861,64 
1441;11;30;10;403;3.09.2004; 532 ; 21.024,64 
1442;115;16;7;400;26.01.2007; 21 ; 1.025,85 
1443;53;17;6;530;18.10.2005; 5.960 ; 156.271,20 
1444;104;29;6;338;20.10.2011; 316 ; 14.024,08 
1445;231;6;4;186;23.09.2003; 5.411 ; 294.466,62 
1446;212;14;7;457;15.07.2017; 9.403 ; 163.518,17 
1447;216;9;10;171;16.11.2015; 2.058 ; 88.267,62 
1448;95;15;6;269;22.11.2013; 8.683 ; 465.235,14 
1449;20;20;4;445;11.01.2014; 1.481 ; 41.601,29 
1450;227;25;4;398;9.12.2009; 282 ; 12.517,98 
1451;99;22;4;287;7.02.2005; 8.573 ; 266.706,03 
1452;162;3;4;146;14.08.2000; 7.566 ; 124.687,68 
1453;100;3;6;600;28.03.2002; 8.265 ; 185.549,25 
1454;20;21;4;543;16.07.2006; 9.419 ; 221.817,45 
1455;36;27;4;153;27.07.2006; 10.630 ; 402.983,30 
1456;43;17;4;139;25.12.2019; 4.021 ; 88.220,74 
1457;166;21;3;203;19.08.2019; 2.231 ; 71.436,62 
1458;220;13;4;618;13.08.2011; 10.576 ; 200.626,72 
1459;188;17;4;497;23.10.2010; 10.830 ; 87.289,80 
1460;232;12;4;301;22.10.2000; 1.104 ; 47.891,52 
1461;233;3;12;508;28.12.2019; 6.492 ; 131.527,92 
1462;160;1;4;242;9.12.2015; 9.305 ; 211.223,50 
1463;229;5;4;334;27.08.2008; 3.705 ; 65.949,00 
1464;223;6;6;326;27.07.2004; 3.654 ; 185.367,42 
1465;14;8;6;329;4.11.2000; 9.489 ; 421.596,27 
1466;92;27;6;352;1.02.2008; 6.274 ; 152.520,94 
1467;238;30;6;369;6.04.2008; 5.027 ; 213.195,07 
1468;53;21;10;617;21.09.2007; 765 ; 25.841,70 
1469;126;13;4;569;5.07.2018; 2.470 ; 115.843,00 
1470;238;19;4;281;29.01.2013; 1.635 ; 88.944,00 
1471;69;4;12;621;27.01.2011; 8.054 ; 237.190,30 
1472;84;11;8;360;24.09.2002; 3.051 ; 167.499,90 
1473;134;24;5;608;20.10.2013; 5.252 ; 145.900,56 
1474;188;23;12;375;5.01.2006; 11.952 ; 349.715,52 
1475;196;9;4;293;17.04.2002; 7.665 ; 154.219,80 
1476;128;24;2;319;27.03.2016; 6.536 ; 114.118,56 
1477;217;30;4;229;14.02.2005; 527 ; 19.472,65 
1478;235;28;6;151;22.01.2004; 4.462 ; 50.242,12 
1479;49;1;9;165;9.09.2019; 9.943 ; 61.248,88 
1480;237;17;4;532;8.09.2005; 7.357 ; 153.687,73 
1481;39;24;6;255;18.02.2019; 6.286 ; 81.843,72 
1482;179;27;12;130;26.12.2009; 8.187 ; 90.057,00 
1483;62;24;4;206;13.04.2008; 1.292 ; 53.540,48 
1484;210;30;4;126;8.01.2002; 9.816 ; 330.210,24 
1485;204;1;4;611;11.05.2008; 58 ; 1.006,88 
1486;195;5;3;525;28.01.2007; 6.456 ; 220.536,96 
1487;5;30;4;335;19.04.2001; 5.976 ; 139.659,12 
1488;125;2;12;388;3.02.2015; 8.499 ; 231.767,73 
1489;219;13;2;137;20.04.2009; 449 ; 3.794,05 
1490;114;16;12;120;7.06.2001; 6.174 ; 289.313,64 
1491;133;4;4;540;1.08.2007; 9.091 ; 153.819,72 
1492;78;12;3;365;7.01.2008; 10.002 ; 247.349,46 
1493;28;22;4;542;1.09.2010; 299 ; 7.152,08 
1494;144;5;7;354;5.12.2008; 5.252 ; 129.987,00 
1495;104;25;4;434;4.10.2004; 6.170 ; 51.025,90 
1496;89;21;6;404;19.12.2001; 8.773 ; 89.396,87 
1497;147;4;2;579;21.03.2006; 6.130 ; 120.148,00 
1498;56;13;6;160;22.07.2008; 9.703 ; 287.402,86 
1499;173;26;6;511;10.12.2005; 9.845 ; 152.105,25 
1500;37;26;5;385;13.06.2000; 1.281 ; 18.305,49 
1501;73;30;4;600;7.04.2003; 9.971 ; 350.680,07 
1502;109;25;4;318;16.03.2006; 9.990 ; 195.004,80 
1503;76;20;6;649;13.11.2017; 5.039 ; 260.717,86 
1504;79;21;6;230;23.12.2008; 963 ; 51.982,74 
1505;73;15;4;434;15.05.2017; 8.080 ; 406.828,00 
1506;159;30;4;570;11.11.2016; 2.409 ; 105.056,49 
1507;57;3;6;113;5.03.2007; 163 ; 3.370,84 
1508;96;24;4;224;1.05.2004; 3.839 ; 156.746,37 
1509;115;18;4;563;10.11.2007; 10.735 ; 493.380,60 
1510;184;7;3;580;27.09.2007; 8.443 ; 247.211,04 
1511;85;4;5;461;29.06.2016; 8.608 ; 263.232,64 
1512;30;6;6;418;11.06.2018; 336 ; 14.159,04 
1513;1;7;2;513;16.10.2012; 8.110 ; 180.934,10 
1514;45;22;4;620;27.08.2002; 3.782 ; 29.197,04 
1515;173;16;4;162;17.03.2007; 10.876 ; 596.439,84 
1516;98;7;5;642;23.12.2007; 1.133 ; 57.103,20 
1517;174;2;6;281;9.12.2008; 11.088 ; 522.355,68 
1518;208;27;5;181;26.08.2008; 10.992 ; 458.146,56 
1519;60;15;1;294;1.07.2007; 6.854 ; 80.740,12 
1520;32;7;4;458;8.11.2015; 9.794 ; 549.443,40 
1521;149;5;12;634;15.05.2001; 6.502 ; 361.641,24 
1522;192;19;2;142;25.11.2011; 10.697 ; 391.617,17 
1523;122;6;6;519;25.03.2012; 4.422 ; 70.398,24 
1524;139;23;12;643;27.04.2007; 336 ; 4.710,72 
1525;28;9;4;378;12.06.2010; 9.167 ; 139.246,73 
1526;22;8;1;357;13.07.2017; 5.640 ; 87.138,00 
1527;227;17;6;258;12.10.2005; 77 ; 3.486,56 
1528;232;18;4;335;13.06.2019; 2.914 ; 65.302,74 
1529;123;17;6;200;11.08.2013; 4.347 ; 228.608,73 
1530;233;8;4;377;7.12.2018; 6.486 ; 59.282,04 
1531;90;9;4;613;18.05.2014; 10.378 ; 530.627,14 
1532;165;14;11;249;19.11.2016; 2.320 ; 75.400,00 
1533;5;7;12;358;25.07.2004; 10.854 ; 222.289,92 
1534;31;5;8;470;19.01.2002; 3.300 ; 77.385,00 
1535;69;13;4;353;11.11.2001; 6.235 ; 173.083,60 
1536;53;8;10;268;9.03.2011; 3.480 ; 115.362,00 
1537;17;30;4;574;12.04.2010; 9.213 ; 171.453,93 
1538;212;23;10;199;13.03.2001; 9.443 ; 419.174,77 
1539;199;6;4;140;29.05.2005; 9.492 ; 315.703,92 
1540;134;28;6;267;2.08.2016; 7.037 ; 327.431,61 
1541;45;1;6;486;18.03.2019; 8.618 ; 431.934,16 
1542;51;10;4;339;5.05.2011; 11.818 ; 224.660,18 
1543;157;8;3;351;19.12.2015; 10.182 ; 272.775,78 
1544;221;24;4;531;17.03.2005; 5.444 ; 159.726,96 
1545;200;7;11;470;11.06.2001; 8.942 ; 270.763,76 
1546;11;21;4;282;4.10.2013; 665 ; 12.555,20 
1547;190;19;12;299;21.09.2013; 6.461 ; 197.318,94 
1548;116;16;2;542;3.02.2006; 1.652 ; 33.370,40 
1549;217;3;10;188;26.03.2009; 8.512 ; 234.675,84 
1550;53;2;6;416;11.02.2013; 3.328 ; 24.926,72 
1551;168;8;4;319;7.11.2017; 7.542 ; 85.752,54 
1552;67;14;6;442;28.09.2014; 5.911 ; 295.195,34 
1553;190;10;4;609;17.07.2012; 10.919 ; 346.678,25 
1554;133;20;4;428;7.04.2012; 7.189 ; 275.626,26 
1555;35;9;9;482;20.06.2003; 3.788 ; 130.951,16 
1556;135;30;1;528;11.02.2015; 845 ; 39.055,90 
1557;229;11;4;585;24.01.2017; 2.658 ; 50.634,90 
1558;106;14;2;293;31.03.2005; 4.209 ; 27.905,67 
1559;235;26;4;425;3.10.2013; 6.797 ; 147.358,96 
1560;72;28;9;505;11.09.2015; 4.459 ; 36.117,90 
1561;84;3;12;642;7.08.2019; 8.776 ; 325.063,04 
1562;71;8;7;306;19.07.2012; 8.728 ; 319.444,80 
1563;196;13;4;413;16.09.2001; 5.593 ; 96.870,76 
1564;133;4;9;263;28.05.2018; 5.464 ; 176.869,68 
1565;157;16;4;264;26.12.2013; 6.638 ; 162.631,00 
1566;148;30;4;198;10.04.2002; 835 ; 19.430,45 
1567;12;16;6;414;18.04.2003; 1.919 ; 103.107,87 
1568;206;7;10;466;6.10.2003; 2.946 ; 85.434,00 
1569;191;24;6;265;15.08.2003; 3.437 ; 190.203,58 
1570;40;23;4;533;29.04.2010; 7.192 ; 264.737,52 
1571;114;20;4;241;9.03.2000; 8.804 ; 163.490,28 
1572;44;13;4;374;19.08.2015; 995 ; 16.069,25 
1573;168;15;4;401;10.01.2016; 10.926 ; 547.829,64 
1574;58;28;4;649;8.07.2013; 9.891 ; 455.975,10 
1575;184;1;7;212;12.05.2009; 5.186 ; 123.167,50 
1576;1;29;10;514;4.06.2012; 4.473 ; 76.130,46 
1577;151;19;4;154;5.01.2001; 4.096 ; 37.191,68 
1578;127;27;2;642;16.08.2014; 5.649 ; 287.308,14 
1579;116;21;12;417;2.12.2015; 6.542 ; 83.737,60 
1580;12;6;6;281;19.01.2010; 9.688 ; 172.446,40 
1581;118;24;8;181;13.09.2011; 4.437 ; 124.280,37 
1582;154;4;6;471;30.03.2007; 4.562 ; 56.066,98 
1583;2;8;4;616;11.10.2000; 922 ; 32.933,84 
1584;107;25;4;396;11.11.2006; 11.384 ; 457.067,60 
1585;120;24;5;404;21.03.2012; 1.022 ; 12.212,90 
1586;47;27;4;454;21.11.2008; 10.249 ; 60.469,10 
1587;145;1;4;406;6.08.2009; 7.764 ; 432.144,24 
1588;75;8;4;646;24.10.2017; 10.794 ; 141.185,52 
1589;134;24;4;194;17.06.2002; 10.958 ; 462.427,60 
1590;10;20;6;374;1.02.2013; 925 ; 31.912,50 
1591;177;23;4;161;27.08.2014; 7.278 ; 279.256,86 
1592;44;14;6;298;31.05.2019; 8.179 ; 449.599,63 
1593;237;26;4;196;19.11.2011; 5.102 ; 33.928,30 
1594;118;17;4;203;1.06.2010; 1.451 ; 40.323,29 
1595;21;10;4;446;7.10.2005; 572 ; 12.155,00 
1596;81;23;4;552;20.07.2006; 3.568 ; 59.656,96 
1597;81;27;6;447;12.05.2008; 1.449 ; 9.070,74 
1598;122;5;10;428;20.09.2016; 5.138 ; 39.151,56 
1599;140;18;4;570;10.12.2004; 7.985 ; 191.160,90 
1600;7;8;6;534;14.06.2017; 11.994 ; 253.433,22 
1601;15;28;12;181;11.08.2008; 11.130 ; 542.921,40 
1602;205;22;3;230;3.08.2011; 11.758 ; 504.065,46 
1603;191;19;4;258;23.04.2003; 1.603 ; 49.917,42 
1604;132;5;4;620;8.04.2008; 9.097 ; 208.958,09 
1605;76;12;4;628;1.03.2004; 2.145 ; 38.352,60 
1606;222;27;4;171;2.10.2011; 4.593 ; 174.809,58 
1607;97;22;6;253;4.10.2012; 2.148 ; 68.800,44 
1608;118;21;6;527;21.12.2009; 1.919 ; 60.928,25 
1609;122;30;4;318;5.02.2004; 384 ; 14.515,20 
1610;80;28;6;167;27.01.2005; 1.950 ; 37.245,00 
1611;220;10;10;393;7.10.2019; 4.227 ; 37.535,76 
1612;203;17;12;633;27.07.2016; 2.283 ; 127.368,57 
1613;54;10;4;164;15.02.2002; 887 ; 41.529,34 
1614;142;3;4;117;17.11.2018; 8.465 ; 239.051,60 
1615;193;13;4;208;3.07.2008; 2.812 ; 49.322,48 
1616;48;26;4;615;28.12.2002; 11.088 ; 268.773,12 
1617;109;9;4;422;8.02.2014; 9.696 ; 422.454,72 
1618;63;10;4;199;17.04.2012; 11.352 ; 66.636,24 
1619;33;28;4;545;24.10.2006; 1.406 ; 11.107,40 
1620;210;27;6;603;19.01.2013; 6.567 ; 368.343,03 
1621;56;21;10;438;29.08.2014; 7.117 ; 397.697,96 
1622;119;9;6;448;19.04.2019; 1.213 ; 65.732,47 
1623;47;11;7;557;11.03.2019; 6.878 ; 214.524,82 
1624;63;4;3;166;24.11.2008; 9.899 ; 191.545,65 
1625;77;3;6;324;31.05.2019; 7.005 ; 73.762,65 
1626;23;26;2;236;8.06.2005; 4.787 ; 212.973,63 
1627;154;25;4;209;1.07.2002; 10.495 ; 150.393,35 
1628;2;18;4;539;9.10.2001; 6.404 ; 248.283,08 
1629;216;25;8;130;17.12.2006; 11.556 ; 442.825,92 
1630;116;29;6;191;14.01.2015; 1.355 ; 10.433,50 
1631;233;26;6;611;2.05.2011; 425 ; 6.009,50 
1632;79;15;4;481;10.07.2017; 4.891 ; 181.358,28 
1633;134;9;4;600;23.04.2003; 11.690 ; 264.427,80 
1634;37;27;4;558;2.04.2007; 1.748 ; 69.692,76 
1635;184;8;4;345;26.10.2001; 11.869 ; 511.079,14 
1636;133;8;7;154;1.04.2004; 10.701 ; 394.652,88 
1637;88;1;10;573;15.05.2010; 11.379 ; 227.580,00 
1638;30;11;4;267;10.03.2018; 11.245 ; 256.948,25 
1639;118;21;4;378;20.11.2004; 723 ; 35.499,30 
1640;143;27;4;469;28.08.2012; 1.303 ; 33.421,95 
1641;49;23;6;162;18.12.2013; 16 ; 654,08 
1642;236;28;11;514;23.10.2019; 7.370 ; 168.920,40 
1643;214;14;4;538;26.08.2009; 187 ; 4.841,43 
1644;83;27;4;540;23.03.2010; 11.476 ; 473.155,48 
1645;163;13;9;575;24.05.2019; 6.655 ; 209.965,25 
1646;219;28;4;457;15.07.2007; 9.966 ; 206.196,54 
1647;5;20;7;393;2.10.2011; 9.935 ; 168.596,95 
1648;131;15;8;238;8.02.2000; 2.193 ; 21.228,24 
1649;129;28;4;182;10.12.2006; 660 ; 27.885,00 
1650;185;23;4;222;5.05.2011; 2.336 ; 16.445,44 
1651;202;4;6;332;29.10.2015; 4.885 ; 268.919,25 
1652;42;10;1;180;5.12.2013; 6.200 ; 180.420,00 
1653;70;17;10;385;11.09.2003; 646 ; 7.403,16 
1654;7;2;5;276;23.12.2015; 5.207 ; 36.292,79 
1655;185;28;4;583;17.06.2005; 992 ; 23.272,32 
1656;68;21;11;252;7.08.2006; 5.301 ; 293.410,35 
1657;230;1;4;496;9.07.2009; 4.206 ; 124.371,42 
1658;119;26;8;282;13.01.2002; 2.678 ; 111.431,58 
1659;86;21;4;194;23.11.2004; 3.323 ; 118.664,33 
1660;161;23;8;515;14.06.2003; 6.830 ; 296.490,30 
1661;162;6;4;374;22.07.2009; 8.634 ; 275.079,24 
1662;239;16;7;105;17.01.2003; 8.351 ; 329.697,48 
1663;78;19;3;134;14.07.2001; 6.736 ; 305.612,32 
1664;102;11;4;301;28.07.2019; 8.670 ; 352.175,40 
1665;4;22;4;347;7.09.2013; 3.266 ; 61.596,76 
1666;198;13;4;413;24.07.2017; 6.192 ; 74.799,36 
1667;121;12;7;496;29.04.2002; 495 ; 27.769,50 
1668;69;17;4;158;10.02.2002; 307 ; 16.737,64 
1669;206;16;4;353;17.07.2019; 9.818 ; 396.058,12 
1670;202;6;6;640;23.01.2001; 9.592 ; 146.757,60 
1671;38;10;4;559;26.03.2019; 9.236 ; 142.511,48 
1672;71;4;10;383;23.11.2012; 11.500 ; 69.345,00 
1673;149;25;8;505;30.07.2019; 2.511 ; 82.511,46 
1674;154;11;2;377;28.10.2000; 97 ; 1.662,58 
1675;99;27;4;556;2.04.2010; 1.808 ; 29.868,16 
1676;119;21;3;605;26.08.2006; 443 ; 14.344,34 
1677;111;1;4;389;17.03.2015; 10.804 ; 189.610,20 
1678;165;19;6;552;4.11.2009; 7.804 ; 345.092,88 
1679;201;22;6;460;22.12.2001; 6.829 ; 133.643,53 
1680;61;9;7;398;15.02.2016; 8.621 ; 363.547,57 
1681;215;5;4;494;13.04.2007; 10.694 ; 186.717,24 
1682;16;6;9;332;1.01.2016; 923 ; 14.204,97 
1683;227;21;6;278;10.02.2016; 6.829 ; 293.032,39 
1684;233;24;7;273;30.06.2005; 4.052 ; 207.300,32 
1685;80;8;5;359;16.06.2001; 11.556 ; 567.168,48 
1686;12;23;4;337;13.06.2013; 9.357 ; 390.186,90 
1687;123;30;4;396;20.04.2002; 549 ; 20.576,52 
1688;102;5;5;354;26.07.2009; 2.190 ; 24.834,60 
1689;103;13;4;528;11.04.2004; 4.441 ; 106.894,87 
1690;209;26;4;219;3.05.2017; 7.474 ; 350.605,34 
1691;86;25;6;467;26.05.2013; 10.088 ; 179.566,40 
1692;107;18;4;256;15.10.2016; 7.374 ; 390.822,00 
1693;218;1;6;206;2.07.2002; 114 ; 4.402,68 
1694;232;8;4;604;1.07.2018; 1.769 ; 29.365,40 
1695;193;11;3;576;11.02.2000; 4.367 ; 160.880,28 
1696;236;12;4;208;25.02.2012; 7.855 ; 253.245,20 
1697;31;4;4;273;7.05.2004; 4.905 ; 136.604,25 
1698;35;26;4;299;21.08.2006; 7.174 ; 155.819,28 
1699;84;4;8;545;15.06.2009; 11.947 ; 275.856,23 
1700;135;12;12;611;27.02.2012; 4.329 ; 66.753,18 
1701;4;13;7;500;22.01.2011; 601 ; 21.551,86 
1702;185;29;8;314;15.02.2017; 2.478 ; 39.424,98 
1703;95;24;4;547;3.05.2016; 5.014 ; 28.479,52 
1704;132;1;4;364;13.08.2007; 1.096 ; 41.439,76 
1705;213;16;12;494;15.12.2013; 10.566 ; 194.625,72 
1706;110;25;4;209;23.04.2003; 3.906 ; 192.565,80 
1707;28;30;4;308;11.10.2007; 8.973 ; 353.267,01 
1708;64;10;4;625;25.03.2017; 6.560 ; 187.681,60 
1709;60;5;2;371;1.11.2002; 6.082 ; 256.903,68 
1710;70;19;6;220;2.10.2014; 7.942 ; 166.543,74 
1711;201;11;3;343;11.02.2007; 9.834 ; 255.782,34 
1712;156;4;5;486;3.09.2014; 10.712 ; 562.594,24 
1713;15;4;4;519;26.08.2009; 7.253 ; 70.789,28 
1714;6;29;6;624;2.03.2006; 6.165 ; 115.717,05 
1715;60;29;4;428;18.10.2010; 5.432 ; 261.659,44 
1716;218;21;4;331;2.06.2008; 9.947 ; 158.157,30 
1717;240;8;4;537;14.06.2011; 5.558 ; 124.777,10 
1718;13;27;4;204;23.03.2011; 11.640 ; 438.478,80 
1719;96;18;4;582;20.07.2004; 7.362 ; 158.209,38 
1720;25;18;12;419;22.06.2003; 3.524 ; 98.354,84 
1721;22;9;4;254;29.11.2015; 1.542 ; 66.984,48 
1722;130;13;4;293;17.12.2003; 11.953 ; 96.341,18 
1723;34;29;11;436;10.04.2009; 7.189 ; 391.800,50 
1724;233;3;6;360;14.02.2017; 5.156 ; 77.030,64 
1725;53;10;6;475;5.12.2018; 9.884 ; 187.499,48 
